geneSymbol	chromosome
LOC100134868	chr20
FAM182A	chr20
FRG1B	chr20
DEFB115	chr20
DEFB118	chr20
DEFB123	chr20
REM1	chr20
LINC00028	chr20
HM13	chr20
PSIMCT-1	chr20
ID1	chr20
MIR3193	chr20
COX4I2	chr20
TPX2	chr20
MYLK2	chr20
TTLL9	chr20
XKR7	chr20
CCM2L	chr20
HCK	chr20
TM9SF4	chr20
POFUT1	chr20
KIF3B	chr20
ASXL1	chr20
LOC149950	chr20
DNMT3B	chr20
MAPRE1	chr20
BPIFB2	chr20
BPIFB6	chr20
BPIFB3	chr20
BPIFB4	chr20
BPIFA2	chr20
BPIFA4P	chr20
BPIFA3	chr20
BPIFA1	chr20
BPIFB1	chr20
CBFA2T2	chr20
C20orf144	chr20
ACTL10	chr20
ZNF341	chr20
CHMP4B	chr20
RALY	chr20
MIR4755	chr20
ASIP	chr20
ITCH	chr20
MIR644A	chr20
DYNLRB1	chr20
MAP1LC3A	chr20
TP53INP2	chr20
AL122050	chr20
ACSS2	chr20
MYH7B	chr20
MIR499A	chr20
PROCR	chr20
MMP24	chr20
GDF5OS	chr20
CEP250	chr20
ERGIC3	chr20
SPAG4	chr20
ROMO1	chr20
PHF20	chr20
AX746620	chr20
CNBD2	chr20
EPB41L1	chr20
AAR2	chr20
DLGAP4	chr20
MYL9	chr20
TGIF2-C20orf24	chr20
C20orf24	chr20
TGIF2	chr20
TLDC2	chr20
RPN2	chr20
MANBAL	chr20
SRC	chr20
AX747164	chr20
NNAT	chr20
LOC100287792	chr20
CTNNBL1	chr20
VSTM2L	chr20
RPRD1B	chr20
HV531022	chr20
HV531009	chr20
HV531016	chr20
HV531005	chr20
HV531011	chr20
HV531029	chr20
HV531015	chr20
HV531014	chr20
BPI	chr20
LBP	chr20
SNHG11	chr20
SNORA39	chr20
RALGAPB	chr20
ADIG	chr20
ARHGAP40	chr20
SLC32A1	chr20
ACTR5	chr20
PPP1R16B	chr20
FAM83D	chr20
DHX35	chr20
AK023614	chr20
TOP1	chr20
PLCG1	chr20
LPIN3	chr20
BC040166	chr20
SRSF6	chr20
L3MBTL1	chr20
SGK2	chr20
IFT52	chr20
MYBL2	chr20
TOX2	chr20
OSER1-AS1	chr20
BC036500	chr20
GDAP1L1	chr20
R3HDML	chr20
HNF4A	chr20
MIR3646	chr20
TTPAL	chr20
PKIG	chr20
WISP2	chr20
KCNK15	chr20
YWHAB	chr20
PABPC1L	chr20
STK4	chr20
AB209315	chr20
PI3	chr20
SEMG2	chr20
SEMG1	chr20
RBPJL	chr20
SYS1-DBNDD2	chr20
DBNDD2	chr20
SYS1	chr20
PIGT	chr20
WFDC2	chr20
WFDC10A	chr20
WFDC13	chr20
SPINT4	chr20
DNTTIP1	chr20
UBE2C	chr20
SNX21	chr20
ZSWIM3	chr20
ZSWIM1	chr20
CTSA	chr20
PCIF1	chr20
MMP9	chr20
SLC12A5	chr20
CD40	chr20
AK054905	chr20
SLC2A10	chr20
EYA2	chr20
MIR3616	chr20
LOC100131496	chr20
BC047609	chr20
NCOA3	chr20
BC036778	chr20
BX648826	chr20
LINC00494	chr20
ARFGEF2	chr20
FKSG56	chr20
CSE1L	chr20
DDX27	chr20
ZFAS1	chr20
SNORD12C	chr20
SNORD12B	chr20
SNORD12	chr20
SLC9A8	chr20
RNF114	chr20
SNAI1	chr20
CEBPB	chr20
AK307192	chr20
LOC284751	chr20
PTPN1	chr20
MIR645	chr20
PARD6B	chr20
BCAS4	chr20
MOCS3	chr20
TSHZ2	chr20
PFDN4	chr20
DOK5	chr20
MC3R	chr20
FAM210B	chr20
CSTF1	chr20
CASS4	chr20
RTFDC1	chr20
FAM209B	chr20
FAM209A	chr20
TFAP2C	chr20
BC037891	chr20
SPO11	chr20
MIR5095	chr20
RAE1	chr20
RBM38	chr20
PCK1	chr20
AK056098	chr20
MIR4532	chr20
C20orf85	chr20
RAB22A	chr20
VAPB	chr20
APCDD1L-AS1	chr20
STX16	chr20
NPEPL1	chr20
BC007940	chr20
GNAS	chr20
AK093534	chr20
NELFCD	chr20
TUBB1	chr20
ZNF831	chr20
EDN3	chr20
PHACTR3	chr20
FAM217B	chr20
CDH26	chr20
C20orf197	chr20
LOC284757	chr20
MIR4533	chr20
CDH4	chr20
LSM14B	chr20
SS18L1	chr20
MTG2	chr20
AK126744	chr20
OSBPL2	chr20
ADRM1	chr20
RPS21	chr20
C20orf166	chr20
MIR133A2	chr20
MIR1-1	chr20
SLCO4A1	chr20
NTSR1	chr20
AX747649	chr20
MRGBP	chr20
OGFR	chr20
COL9A3	chr20
DPH3P1	chr20
GID8	chr20
SLC17A9	chr20
LOC63930	chr20
LOC100144597	chr20
HAR1A	chr20
MIR124-3	chr20
BIRC7	chr20
MIR3196	chr20
FLJ16779	chr20
ARFGAP1	chr20
MIR4326	chr20
COL20A1	chr20
PPDPF	chr20
C20orf195	chr20
RTEL1-TNFRSF6B	chr20
RTEL1	chr20
TNFRSF6B	chr20
ZGPAT	chr20
LIME1	chr20
SLC2A4RG	chr20
BC002534	chr20
ABHD16B	chr20
TPD52L2	chr20
DNAJC5	chr20
MIR941-1	chr20
MIR941-3	chr20
UCKL1-AS1	chr20
PRPF6	chr20
LINC00176	chr20
TCEA2	chr20
BC056407	chr20
OPRL1	chr20
MYT1	chr20
PCMTD2	chr20
LINC00266-1	chr20
DQ590432	chr20
DEFB128	chr20
C20orf96	chr20
TBC1D20	chr20
DQ588114	chr20
CSNK2A1	chr20
TCF15	chr20
SCRT2	chr20
SRXN1	chr20
SLC52A3	chr20
ANGPT4	chr20
RSPO4	chr20
TMEM74B	chr20
FKBP1A-SDCBP2	chr20
SDCBP2	chr20
FKBP1A	chr20
NSFL1C	chr20
SIRPB2	chr20
SIRPD	chr20
SIRPB1	chr20
SIRPG	chr20
LOC100289473	chr20
PDYN	chr20
SNRPB	chr20
SNORD119	chr20
AK126717	chr20
ZNF343	chr20
IDH3B	chr20
CPXM1	chr20
PCED1A	chr20
AVP	chr20
UBOX5	chr20
FASTKD5	chr20
LZTS3	chr20
DDRGK1	chr20
SLC4A11	chr20
C20orf194	chr20
GFRA4	chr20
ADAM33	chr20
AX748440	chr20
SIGLEC1	chr20
C20orf27	chr20
SPEF1	chr20
CENPB	chr20
BC012193	chr20
MIR103B2	chr20
RNF24	chr20
ADRA1D	chr20
BC039673	chr20
PRNT	chr20
RASSF2	chr20
SLC23A2	chr20
TMEM230	chr20
PCNA	chr20
PROKR2	chr20
LINC00658	chr20
LINC00654	chr20
GPCPD1	chr20
TRMT6	chr20
LRRN4	chr20
FERMT1	chr20
HAO1	chr20
TMX4	chr20
PAK7	chr20
AX747070	chr20
SNAP25-AS1	chr20
MKKS	chr20
JAG1	chr20
LOC339593	chr20
ISM1-AS1	chr20
TASP1	chr20
ESF1	chr20
SEL1L2	chr20
FLRT3	chr20
MACROD2-AS1	chr20
AK125594	chr20
KIF16B	chr20
BFSP1	chr20
RRBP1	chr20
SNX5	chr20
AK296947	chr20
SNORD17	chr20
OVOL2	chr20
BC043266	chr20
DZANK1	chr20
RBBP9	chr20
LINC00652	chr20
C20orf78	chr20
LOC100130264	chr20
DQ594620	chr20
DQ573663	chr20
CRNKL1	chr20
RALGAPA2	chr20
BC034426	chr20
BC042893	chr20
NKX2-4	chr20
NKX2-2	chr20
CR627206	chr20
LOC284788	chr20
LINC00261	chr20
FOXA2	chr20
AK055550	chr20
BC045663	chr20
THBD	chr20
AX747264	chr20
CD93	chr20
LINC00656	chr20
NAPB	chr20
CST11	chr20
CST9L	chr20
CST9	chr20
CST3	chr20
CST4	chr20
CST1	chr20
CST2	chr20
CST5	chr20
GGTLC1	chr20
APMAP	chr20
ACSS1	chr20
VSX1	chr20
LOC284798	chr20
AX747658	chr20
BC128043	chr20
ABHD12	chr20
NINL	chr20
NANP	chr20
FAM182B	chr20
BX648489	chr20
NCOR1P1	chr20
LOC284801	chr20
MIR663A	chr20
MLLT10P1	chr20
DEFB116	chr20
DEFB119	chr20
DEFB121	chr20
DEFB122	chr20
DEFB124	chr20
BC016143	chr20
HM13-AS1	chr20
BCL2L1	chr20
FOXS1	chr20
DUSP15	chr20
PDRG1	chr20
TSPY26P	chr20
PLAGL2	chr20
C20orf112	chr20
C20orf203	chr20
COMMD7	chr20
SUN5	chr20
CDK5RAP1	chr20
SNTA1	chr20
NECAB3	chr20
E2F1	chr20
PXMP4	chr20
EIF2S2	chr20
AHCY	chr20
PIGU	chr20
NCOA6	chr20
HMGB3P1	chr20
GGT7	chr20
GSS	chr20
MIR499B	chr20
TRPC4AP	chr20
EDEM2	chr20
MMP24-AS1	chr20
EIF6	chr20
FAM83C	chr20
UQCC	chr20
AK128252	chr20
GDF5	chr20
C20orf173	chr20
FER1L4	chr20
CPNE1	chr20
NFS1	chr20
RBM12	chr20
RBM39	chr20
SCAND1	chr20
LINC00657	chr20
AX746683	chr20
BC039668	chr20
SLA2	chr20
NDRG3	chr20
DSN1	chr20
SOGA1	chr20
SAMHD1	chr20
RBL1	chr20
FKSG51	chr20
MROH8	chr20
GHRH	chr20
BLCAP	chr20
LINC00489	chr20
TTI1	chr20
AK123872	chr20
TGM2	chr20
HV530979	chr20
KIAA1755	chr20
AX746690	chr20
SNHG17	chr20
SNORA71B	chr20
SNORA71A	chr20
SNORA71C	chr20
SNORA71D	chr20
miR-449b-3P	chr20
LOC339568	chr20
MAFB	chr20
BC035080	chr20
ZHX3	chr20
EMILIN3	chr20
CHD6	chr20
PTPRT	chr20
GTSF1L	chr20
JPH2	chr20
AK098303	chr20
OSER1	chr20
FITM2	chr20
AF143870	chr20
BC071794	chr20
C20orf62	chr20
SERINC3	chr20
ADA	chr20
LOC79015	chr20
RIMS4	chr20
TOMM34	chr20
STK4-AS1	chr20
KCNS1	chr20
WFDC5	chr20
WFDC12	chr20
SLPI	chr20
MATN4	chr20
SDC4	chr20
TP53TG5	chr20
SPINT3	chr20
EPPIN-WFDC6	chr20
EPPIN	chr20
WFDC6	chr20
WFDC8	chr20
WFDC9	chr20
WFDC11	chr20
WFDC10B	chr20
WFDC3	chr20
TNNC2	chr20
ACOT8	chr20
SPATA25	chr20
NEURL2	chr20
PLTP	chr20
ZNF335	chr20
NCOA5	chr20
CDH22	chr20
SLC35C2	chr20
DQ587006	chr20
ELMO2	chr20
ZNF663	chr20
MKRN7P	chr20
ZNF334	chr20
OCSTAMP	chr20
SLC13A3	chr20
TP53RK	chr20
ZMYND8	chr20
AK098067	chr20
SULF2	chr20
PREX1	chr20
AX746653	chr20
STAU1	chr20
ZNFX1	chr20
AK055386	chr20
KCNB1	chr20
PTGIS	chr20
B4GALT5	chr20
SPATA2	chr20
LINC00651	chr20
TMEM189-UBE2V1	chr20
UBE2V1	chr20
TMEM189	chr20
FAM65C	chr20
ADNP	chr20
DPM1	chr20
KCNG1	chr20
NFATC2	chr20
MIR3194	chr20
ATP9A	chr20
SALL4	chr20
ZFP64	chr20
AK056432	chr20
ZNF217	chr20
SUMO1P1	chr20
BCAS1	chr20
MIR4756	chr20
CYP24A1	chr20
CBLN4	chr20
AURKA	chr20
GCNT7	chr20
BMP7	chr20
MIR4325	chr20
MTRNR2L3	chr20
CTCFL	chr20
ZBP1	chr20
PMEPA1	chr20
PPP4R1L	chr20
APCDD1L	chr20
MIR296	chr20
MIR298	chr20
GNAS-AS1	chr20
CTSZ	chr20
AK310046	chr20
SLMO2-ATP5E	chr20
SLMO2	chr20
ATP5E	chr20
LOC100506384	chr20
SYCP2	chr20
PPP1R3D	chr20
AK097866	chr20
MIR1257	chr20
TAF4	chr20
PSMA7	chr20
HRH3	chr20
LAMA5	chr20
MIR4758	chr20
CABLES2	chr20
RBBP8NL	chr20
GATA5	chr20
C20orf166-AS1	chr20
LOC100127888	chr20
LINC00659	chr20
OGFR-AS1	chr20
TCFL5	chr20
DIDO1	chr20
BHLHE23	chr20
LINC00029	chr20
HAR1B	chr20
YTHDF1	chr20
NKAIN4	chr20
CHRNA4	chr20
AK056267	chr20
KCNQ2	chr20
EEF1A2	chr20
PTK6	chr20
SRMS	chr20
HELZ2	chr20
GMEB2	chr20
STMN3	chr20
ARFRP1	chr20
ZBTB46	chr20
UCKL1	chr20
MIR1914	chr20
MIR647	chr20
ZNF512B	chr20
SAMD10	chr20
SOX18	chr20
RGS19	chr20
C20orf201	chr20
NPBWR2	chr20
DQ579288	chr21
DQ590589	chr21
BC071797	chr21
JB074932	chr21
MIR3648	chr21
MIR3687	chr21
ANKRD30BP2	chr21
POTED	chr21
DQ591735	chr21
BC024173	chr21
BC048201	chr21
RBM11	chr21
ABCC13	chr21
SAMSN1-AS1	chr21
USP25	chr21
LINC00478	chr21
MIR99A	chr21
MIRLET7C	chr21
MIR125B2	chr21
C21orf37	chr21
CXADR	chr21
CHODL	chr21
NCAM2	chr21
RNU6-67P	chr21
BC035642	chr21
LINC00308	chr21
Z49981	chr21
AK124194	chr21
LOC339622	chr21
MIR155HG	chr21
MIR155	chr21
JAM2	chr21
GABPA	chr21
MIR4759	chr21
LINC00113	chr21
LINC00314	chr21
AX747935	chr21
LINC00161	chr21
BC101420	chr21
USP16	chr21
MAP3K7CL	chr21
LINC00189	chr21
BACH1	chr21
GRIK1-AS2	chr21
GRIK1-AS1	chr21
KRTAP13-1	chr21
KRTAP13-4	chr21
KRTAP15-1	chr21
KRTAP6-3	chr21
KRTAP22-1	chr21
KRTAP20-1	chr21
KRTAP20-4	chr21
KRTAP20-2	chr21
KRTAP20-3	chr21
BC014150	chr21
SOD1	chr21
HUNK	chr21
MRAP	chr21
C21orf119	chr21
EVA1C	chr21
PAXBP1-AS1	chr21
C21orf49	chr21
OLIG2	chr21
OLIG1	chr21
IFNAR2	chr21
IL10RB	chr21
IFNAR1	chr21
IFNGR2	chr21
SON	chr21
ITSN1	chr21
intersectin 1 long form	chr21
LINC00649	chr21
MRPS6	chr21
SLC5A3	chr21
LINC00310	chr21
KCNE2	chr21
SMIM11	chr21
CLIC6	chr21
LOC100506385	chr21
AX813477	chr21
MIR802	chr21
CBR1	chr21
CBR3	chr21
DOPEY2	chr21
MORC3	chr21
BC058002	chr21
CHAF1B	chr21
SIM2	chr21
RIPPLY3	chr21
TTC3	chr21
DSCR9	chr21
DYRK1A	chr21
DSCR8	chr21
DSCR10	chr21
KCNJ15	chr21
AK027145	chr21
ETS2	chr21
BRWD1-AS1	chr21
WRB	chr21
SH3BGR	chr21
B3GALT5	chr21
IGSF5	chr21
PCP4	chr21
DSCAM-AS1	chr21
MIR3197	chr21
BACE2	chr21
FAM3B	chr21
MX2	chr21
MX1	chr21
LINC00111	chr21
LINC00112	chr21
ZNF295-AS1	chr21
UMODL1	chr21
ABCG1	chr21
AL355711	chr21
UBASH3A	chr21
SLC37A1	chr21
PDE9A	chr21
NDUFV3	chr21
PKNOX1	chr21
CRYAA	chr21
LINC00319	chr21
DQ577420	chr21
RRP1B	chr21
PDXK	chr21
RRP1	chr21
AGPAT3	chr21
TRAPPC10	chr21
PWP2	chr21
C21orf33	chr21
AIRE	chr21
PFKL	chr21
TRPM2	chr21
LRRC3	chr21
C21orf90	chr21
KRTAP10-4	chr21
KRTAP10-7	chr21
KRTAP10-8	chr21
KRTAP10-9	chr21
KRTAP10-10	chr21
KRTAP10-11	chr21
KRTAP12-3	chr21
KRTAP10-12	chr21
ITGB2-AS1	chr21
FAM207A	chr21
ADARB1	chr21
C21orf89	chr21
LOC642852	chr21
COL18A1	chr21
PCBP3	chr21
COL6A1	chr21
COL6A2	chr21
DKFZp586E1322	chr21
MCM3AP-AS1	chr21
YBEY	chr21
PCNT	chr21
DIP2A	chr21
DIP2A-IT1	chr21
PRMT2	chr21
TEKT4P2	chr21
DQ590126	chr21
AK311573	chr21
TPTE	chr21
BAGE3	chr21
BAGE	chr21
MIR3156-3	chr21
C21orf15	chr21
DQ586768	chr21
DQ587539	chr21
DQ579969	chr21
ANKRD20A11P	chr21
LIPI	chr21
HSPA13	chr21
SAMSN1	chr21
LOC388813	chr21
NRIP1	chr21
DM119543	chr21
BTG3	chr21
C21orf91	chr21
C21orf91-OT1	chr21
CHODL-AS1	chr21
TMPRSS15	chr21
BC051441	chr21
BC028044	chr21
LINC00320	chr21
LINC00317	chr21
BC039377	chr21
Z49979	chr21
D21S2088E	chr21
LINC00158	chr21
LINC00515	chr21
MRPL39	chr21
ATP5J	chr21
APP	chr21
AK074469	chr21
CYYR1	chr21
ADAMTS1	chr21
ADAMTS5	chr21
BC043580	chr21
BC047600	chr21
N6AMT1	chr21
LTN1	chr21
RWDD2B	chr21
CCT8	chr21
GRIK1	chr21
CLDN17	chr21
LINC00307	chr21
CLDN8	chr21
KRTAP24-1	chr21
KRTAP25-1	chr21
KRTAP26-1	chr21
KRTAP27-1	chr21
KRTAP23-1	chr21
KRTAP13-2	chr21
MIR4327	chr21
KRTAP13-3	chr21
KRTAP19-1	chr21
KRTAP19-2	chr21
KRTAP19-3	chr21
KRTAP19-4	chr21
KRTAP19-5	chr21
KRTAP19-6	chr21
KRTAP19-7	chr21
KRTAP22-2	chr21
KRTAP6-2	chr21
KRTAP6-1	chr21
KRTAP21-3	chr21
KRTAP21-2	chr21
KRTAP21-1	chr21
KRTAP8-1	chr21
KRTAP7-1	chr21
KRTAP11-1	chr21
KRTAP19-8	chr21
TIAM1	chr21
BC041449	chr21
SCAF4	chr21
LINC00159	chr21
MIS18A	chr21
BC034802	chr21
URB1	chr21
SNORA80	chr21
C21orf59	chr21
TCP10L	chr21
SYNJ1	chr21
PAXBP1	chr21
C21orf62	chr21
C21orf54	chr21
IL10RB-AS1	chr21
TMEM50B	chr21
DNAJC28	chr21
GART	chr21
CRYZL1	chr21
DONSON	chr21
ATP5O	chr21
AK057604	chr21
BC049386	chr21
KCNE1	chr21
RCAN1	chr21
LINC00160	chr21
RUNX1	chr21
LOC100506403	chr21
AX746823	chr21
RUNX1-IT1	chr21
SETD4	chr21
LOC100133286	chr21
CBR3-AS1	chr21
CLDN14	chr21
HLCS	chr21
PIGP	chr21
DSCR3	chr21
AL109792	chr21
KCNJ6	chr21
DSCR4	chr21
ERG	chr21
LINC00114	chr21
PSMG1	chr21
BRWD1	chr21
BRWD1-IT2	chr21
HMGN1	chr21
LCA5L	chr21
C21orf88	chr21
DSCAM	chr21
MIR4760	chr21
DSCAM-IT1	chr21
LINC00323	chr21
PLAC4	chr21
TMPRSS2	chr21
pp9284	chr21
LINC00479	chr21
RIPK4	chr21
PRDM15	chr21
C2CD2	chr21
ZBTB21	chr21
AX748362	chr21
C21orf128	chr21
TFF3	chr21
TFF2	chr21
TFF1	chr21
TMPRSS3	chr21
RSPH1	chr21
BC041455	chr21
BC033260	chr21
WDR4	chr21
AX747730	chr21
HERV-Fb1	chr21
CBS	chr21
U2AF1	chr21
SIK1	chr21
LINC00313	chr21
HSF2BP	chr21
CSTB	chr21
LOC284837	chr21
ICOSLG	chr21
DNMT3L	chr21
C21orf2	chr21
LRRC3-AS1	chr21
DQ598454	chr21
DQ590668	chr21
DQ601137	chr21
DQ599834	chr21
DQ588725	chr21
TSPEAR	chr21
KRTAP10-1	chr21
KRTAP10-2	chr21
KRTAP10-3	chr21
KRTAP10-5	chr21
KRTAP10-6	chr21
KRTAP12-4	chr21
KRTAP12-2	chr21
KRTAP12-1	chr21
UBE2G2	chr21
SUMO3	chr21
PTTG1IP	chr21
ITGB2	chr21
C21orf67	chr21
LINC00163	chr21
LINC00162	chr21
SSR4P1	chr21
POFUT2	chr21
COL18A1-AS2	chr21
COL18A1-AS1	chr21
SLC19A1	chr21
LOC100129027	chr21
FTCD	chr21
SPATC1L	chr21
LSS	chr21
MCM3AP	chr21
MCM3AP_var1	chr21
C21orf58	chr21
BC031638	chr21
S100B	chr21
LINC00516	chr22
DQ590589	chr22
P712P	chr22
DQ571479	chr22
TPTEP1	chr22
HSFY1P1	chr22
CECR7	chr22
IL17RA	chr22
BC021738	chr22
CECR5-AS1	chr22
CECR2	chr22
SLC25A18	chr22
BCL2L13	chr22
DQ570096	chr22
FLJ41941	chr22
PEX26	chr22
TUBA8	chr22
USP18	chr22
AK302545	chr22
AL117485	chr22
BC051721	chr22
BC112340	chr22
DQ786190	chr22
DGCR6	chr22
DGCR5	chr22
DGCR9	chr22
DGCR10	chr22
TSSK2	chr22
MRPL40	chr22
CDC45	chr22
SEPT5-GP1BB	chr22
TBX1	chr22
COMT	chr22
MIR4761	chr22
TANGO2	chr22
MIR185	chr22
DGCR8	chr22
MIR1306	chr22
MIR3618	chr22
RANBP1	chr22
ZDHHC8	chr22
LINC00896	chr22
KIAA1653	chr22
LOC729444	chr22
TMEM191B	chr22
HV593096	chr22
HV593134	chr22
HV593127	chr22
HV593178	chr22
HV593135	chr22
JX456220	chr22
ZNF74	chr22
MED15	chr22
POM121L4P	chr22
TMEM191A	chr22
HV593183	chr22
HV593110	chr22
SERPIND1	chr22
SNAP29	chr22
CRKL	chr22
BC033281	chr22
BC127858	chr22
AIFM3	chr22
LZTR1	chr22
THAP7-AS1	chr22
P2RX6	chr22
LOC400891	chr22
BCRP2	chr22
DQ570150	chr22
BC039313	chr22
AK128837	chr22
POM121L8P	chr22
POM121L7	chr22
RIMBP3C	chr22
HIC2	chr22
TMEM191C	chr22
AK308704	chr22
UBE2L3	chr22
CCDC116	chr22
SDF2L1	chr22
MIR301B	chr22
MIR130B	chr22
PPIL2	chr22
BC089413	chr22
VPREB1	chr22
LOC96610	chr22
DKFZp667J0810	chr22
LOC648691	chr22
BCR	chr22
GGTLC2	chr22
MIR650	chr22
IGLL5	chr22
DQ575049	chr22
GNAZ	chr22
RAB36	chr22
FBXW4P1	chr22
RGL4	chr22
C22orf15	chr22
MMP11	chr22
SMARCB1	chr22
SLC2A11	chr22
MIF	chr22
DDTL	chr22
GSTT2	chr22
LOC391322	chr22
CABIN1	chr22
SUSD2	chr22
POM121L9P	chr22
UNQ2565	chr22
SPECC1L	chr22
ADORA2A	chr22
EU036692	chr22
UPB1	chr22
SNRPD3	chr22
GGT1	chr22
BCRP3	chr22
TOP1P2	chr22
SGSM1	chr22
KIAA1671	chr22
CRYBB3	chr22
CRYBB2	chr22
IGLL3P	chr22
CRYBB2P1	chr22
ADRBK2	chr22
MYO18B	chr22
SEZ6L	chr22
ASPHD2	chr22
SRRD	chr22
CRYBA4	chr22
MIAT	chr22
AK026502	chr22
CR936633	chr22
TTC28-AS1	chr22
MIR3199-2	chr22
HSCB	chr22
CCDC117	chr22
ZNRF3	chr22
KREMEN1	chr22
EMID1	chr22
EWSR1	chr22
GAS2L1	chr22
RFPL1	chr22
NEFH	chr22
KIAA0845	chr22
NF2	chr22
CABP7	chr22
UQCR10	chr22
MTMR3	chr22
HORMAD2	chr22
MGC20647	chr22
CCDC157	chr22
SEC14L2	chr22
MTFP1	chr22
TCN2	chr22
SLC35E4	chr22
OSBP2	chr22
MIR3200	chr22
MORC2-AS1	chr22
TUG1	chr22
SMTN	chr22
AX747817	chr22
INPP5J	chr22
RNF185	chr22
LIMK2	chr22
Em:AC005003.4	chr22
DRG1	chr22
AK074476	chr22
SFI1	chr22
DEPDC5	chr22
YWHAH	chr22
SLC5A1	chr22
AP1B1P1	chr22
JB175027	chr22
RFPL3	chr22
LOC339666	chr22
FBXO7	chr22
TIMP3	chr22
LARGE-AS1	chr22
ISX	chr22
HMGXB4	chr22
TOM1	chr22
MIR3909	chr22
HMOX1	chr22
MCM5	chr22
RASD2	chr22
APOL6	chr22
APOL5	chr22
APOL1	chr22
AK123632	chr22
NCF4	chr22
CSF2RB	chr22
LOC100506241	chr22
MPST	chr22
KCTD17	chr22
CYTH4	chr22
BC033336	chr22
CDC42EP1	chr22
GGA1	chr22
SH3BP1	chr22
PDXP	chr22
LGALS1	chr22
TRIOBP	chr22
NOL12	chr22
H1F0	chr22
GCAT	chr22
GALR3	chr22
EIF3L	chr22
MICALL1	chr22
POLR2F	chr22
AK098727	chr22
MIR4534	chr22
PICK1	chr22
MAFF	chr22
BC127823	chr22
KDELR3	chr22
CBY1	chr22
TOMM22	chr22
GTPBP1	chr22
APOBEC3B	chr22
APOBEC3A_B	chr22
APOBEC3A	chr22
APOBEC3C	chr22
APOBEC3D	chr22
APOBEC3G	chr22
APOBEC3F	chr22
APOBEC3H	chr22
TAB1	chr22
SYNGR1	chr22
LOC100506472	chr22
MGAT3	chr22
SMCR7L	chr22
ATF4	chr22
DQ589665	chr22
DQ601415	chr22
CACNA1I	chr22
GRAP2	chr22
FAM83F	chr22
LOC100130899	chr22
TNRC6B	chr22
ADSL	chr22
SGSM3	chr22
MCHR1	chr22
XPNPEP3	chr22
RBX1	chr22
EP300	chr22
MIR1281	chr22
L3MBTL2	chr22
ZC3H7B	chr22
TEF	chr22
ACO2	chr22
CSDC2	chr22
XRCC6	chr22
C22orf46	chr22
FLJ23584	chr22
MEI1	chr22
WBP2NL	chr22
LINC00634	chr22
bK250D10.C22.8	chr22
CCDC134	chr22
DQ596940	chr22
SREBF2	chr22
MIR33A	chr22
SEPT3	chr22
FAM109B	chr22
SMDT1	chr22
NDUFA6-AS1	chr22
LOC388906	chr22
SERHL	chr22
SERHL2	chr22
RNU12	chr22
BC039353	chr22
BIK	chr22
TSPO	chr22
BC036874	chr22
MPPED1	chr22
EFCAB6-AS1	chr22
SAMM50	chr22
PNPLA3	chr22
AX747952	chr22
PARVB	chr22
PARVG	chr22
LINC00207	chr22
PRR5-ARHGAP8	chr22
ARHGAP8	chr22
PRR5	chr22
NUP50	chr22
UPK3A	chr22
FAM118A	chr22
DQ586951	chr22
RIBC2	chr22
FBLN1	chr22
AK095988	chr22
ATXN10	chr22
MIR4762	chr22
LOC730668	chr22
MIRLET7BHG	chr22
LOC150381	chr22
MIRLET7A3	chr22
MIRLET7B	chr22
MIR4763	chr22
MIR3619	chr22
PPARA	chr22
TTC38	chr22
GTSE1	chr22
BC021234	chr22
BC069212	chr22
TRMU	chr22
GRAMD4	chr22
TBC1D22A	chr22
AK093107	chr22
BC039485	chr22
MIR3201	chr22
FAM19A5	chr22
MIR4535	chr22
LOC100128946	chr22
ZBED4	chr22
CRELD2	chr22
PIM3	chr22
MOV10L1	chr22
PANX2	chr22
TRABD	chr22
SELO	chr22
PPP6R2	chr22
AB372727	chr22
ADM2	chr22
MIOX	chr22
NCAPH2	chr22
KLHDC7B	chr22
BC048192	chr22
CHKB-AS1	chr22
MAPK8IP2	chr22
SHANK3	chr22
ACR	chr22
RPL23AP82	chr22
AK022914	chr22
AK056135	chr22
BC017398	chr22
DQ573684	chr22
DQ595048	chr22
DQ587539	chr22
DQ582484	chr22
DQ599820	chr22
POTEH	chr22
P704P	chr22
OR11H1	chr22
CCT8L2	chr22
ANKRD62P1-PARP4P3	chr22
BC038197	chr22
XKR3	chr22
IGKV1-12	chr22
GAB4	chr22
CECR6	chr22
CECR5	chr22
CECR1	chr22
CECR3	chr22
ATP6V1E1	chr22
BID	chr22
MIR3198-1	chr22
MICAL3	chr22
BC064400	chr22
MIR648	chr22
Em:AC008101.5	chr22
AK129567	chr22
GGT3P	chr22
PRODH	chr22
DQ585141	chr22
DGCR2	chr22
DGCR11	chr22
DGCR14	chr22
GSC2	chr22
SLC25A1	chr22
CLTCL1	chr22
HIRA	chr22
C22orf39	chr22
BX648073	chr22
UFD1L	chr22
U84523	chr22
CLDN5	chr22
LINC00895	chr22
GNB1L	chr22
C22orf29	chr22
TXNRD2	chr22
ARVCF	chr22
TRMT2A	chr22
LOC388849	chr22
LOC284865	chr22
RTN4R	chr22
MIR1286	chr22
DGCR6L	chr22
PI4KAP1	chr22
RIMBP3	chr22
USP41	chr22
SCARF2	chr22
KLHL22	chr22
BC035867	chr22
DQ571461	chr22
PI4KA	chr22
THAP7	chr22
DQ574263	chr22
TUBA3FP	chr22
